agency,price,location,link,bedrooms,bathrooms,area
Titanium,2.8 Crore,"Royal Orchard - Block D, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_d_10_marla_luxurious_house_for_sale_hot_location_in_royal_orchard_multan-52251701-14872-1.html,5,6,10 Marla
Titanium,3.8 Crore,"Royal Orchard - Block C, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_10_marla_luxurious_modern_house_for_sale_in_royal_orchard_multan-52308389-9496-1.html,5,6,10 Marla
Titanium,1.35 Crore,"Royal Orchard - Block G, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_g_5_marla_house_urgent_for_sale_royal_orchard-52018926-9500-1.html,4,5,5 Marla
Titanium,3.2 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_10_marla_park_facing_ultra_modern_house_for_sale_royal_orchard_at_good_location-48341369-9494-1.html,5,6,10 Marla
Titanium,3.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_5_marla_brand_new_house_for_sale_buch_executive_villas_main_boulevard_phase_1_main_boulevard-46215095-8627-1.html,6,6,10.5 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_07_marla_brand_new_corner_house_for_sale_in_buch_villas-44920269-8627-1.html,4,5,5.1 Marla
Titanium,3.38 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_brand_new_luxury_double_storey_house_for_sale_in_buch_villas_near_park-52252251-8627-1.html,7,6,10 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_modern_designer_elevation_house_for_sale_in_buch_villas_multan-52021405-8627-1.html,4,5,5 Marla
Titanium,3.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_ultra_modern_most_beautifull_brand_new_house_for_sale_in_royal_orchard_multan-52072844-9492-1.html,5,6,10 Marla
Titanium,3.75 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_most_beautiful_luxury_ultra_modern_brand_new_villa_for_sale_in_royal_orchard_multan-52086336-9492-1.html,5,6,10 Marla
Titanium,2.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_in_touch_now_to_buy_a_prime_location_10_marla_house_in_buch_executive_villas-51528896-8627-1.html,5,6,10 Marla
Titanium,6.5 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_20_marla_ultra-modern_brand_new_lavish_house_for_sale_on_good_location-46364632-9499-1.html,7,6,1 Kanal
Titanium,4.9 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_kanal_luxury_spanish_house_available_at_most_ideal_location_in_best_sector_m-52255858-14312-1.html,5,5,1 Kanal
Titanium,3.22 Crore,"Royal Orchard - Block C, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_modern_brand_new_house_for_sale_at_royal_orchard_on_hot_location-50559451-9496-1.html,5,6,10 Marla
Titanium,5.9 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_1_kanal_modren_design_owner_built_house_for_sale_royal_orchard_multan-51190967-9492-1.html,6,6,1 Kanal
,2.6 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_beautifully_constructed_prime_location_house_is_available_for_sale_in_serene_villas-52201211-22097-1.html,5,6,7 Marla
,2.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_beautifully_double_story_luxury_house-50813024-8627-1.html,5,6,10 Marla
,1.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_new_house_urgent_for_sale_in_buch_executive_villas-50579732-8627-1.html,4,5,5 Marla
,1.45 Crore,"New Multan, Multan",https://www.zameen.com/Property/multan_new_multan_want_to_buy_a_prime_location_house_in_new_multan-52270779-8678-1.html,4,4,5 Marla
,1.2 Crore,"BZU Road, Multan",https://www.zameen.com/Property/multan_bzu_road_spanish_double_storey_house-52262510-9842-1.html,3,5,6 Marla
Titanium,4.15 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_1_kanal_luxurious_bungalow_hot_location_close_to_maine_boulevard_for_sale-52026362-14307-1.html,6,6,1 Kanal
Titanium,1.45 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_7_marla_fully_luxurious_double_story_house_available_for_sale_in_bahadurpur_bosan_road-51942238-8620-1.html,4,7,7 Marla
Titanium,1.73 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_5_marla_corner_dream_house_hot_location_for_sale_in_royal_orchard_multan-52019019-9499-1.html,4,6,5 Marla
Titanium,6.3 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_modern_luxurious_double_heighted_hot_and_main_boulevard_close_to_main_entrance_buch_villas_multan-52081082-8627-1.html,6,6,17 Marla
Titanium,2.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_6_marla_luxury_brand_new_triple_story_house_for_sale_in_buch_villas-52293461-8627-1.html,5,6,6 Marla
Titanium,6.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_brand_new_double_story_park_facing_luxurious_house_for_sale_in_phase_i_buch_villas_mean_boulevard_road-51207776-8627-1.html,6,6,18 Marla
Titanium,2.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_5_marla_brand_new_luxurious_triple_house_lake_s_view_and_park_facing_for_sale_in_buch_villas_manik_block-51207698-8627-1.html,7,6,8 Marla
Titanium,1.75 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_brand_new_luxury_double_check_story_house_for_sale_in_buch_villas_nearby_park-51679784-19720-1.html,4,5,5 Marla
Titanium,6.9 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_01_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_bungalow_for_sale_at_prime_location-52199309-9492-1.html,5,7,1 Kanal
Titanium,4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_corner_graceful_luminous_bungalow_for_sale_in_buch_villas_multan-52199407-8627-1.html,6,6,10 Marla
Titanium,3.55 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_brand_new_modern_elevation_house_for_sale_in_royal_orchard_multan-52218531-9492-1.html,5,6,10 Marla
Titanium,3.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_royal_orchard_g_block_10_marla_beautiful_house_available_for_sale-52267062-9492-1.html,4,5,10 Marla
Titanium,3.5 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_10_marla_modern_elevation_60_feet_road_prime_location_house_available_for_sale_in_wapda_town_phase_2-52265989-5825-1.html,5,6,10 Marla
Titanium,2.5 Crore,"New Shalimar Colony, Multan",https://www.zameen.com/Property/multan_new_shalimar_colony_10_marla_beautiful_design_house_available_for_sale_in_new_shalimar_colony_multan-52179328-12124-1.html,5,6,10 Marla
Titanium,1.95 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_7_5_marla_house_available_for_sale_in_shalimar_colony_multan-52212478-346-1.html,4,5,7.5 Marla
Titanium,3.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_most_luxurious_park_facing_house_available_for_sale_at_prime_location-50706087-8627-1.html,5,6,9 Marla
Titanium,1.52 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_most_luxurious_spanish_villa_available_for_sale_at_prime_location-50732092-8627-1.html,4,5,5 Marla
Titanium,6.39 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_1_kanal_park_facing_dream_house_with_a_construction_located_at_prime_location-50783360-9492-1.html,6,6,1 Kanal
Titanium,3.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_11_marla_beautiful_triple_storey_house_available_for_sale_at_prime_location-50784012-8627-1.html,5,6,11 Marla
Titanium,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_5_marla_ultra_modern_triple_story_park_facing_house_available_for_sale_at_prime_location-50784032-8627-1.html,4,5,5.5 Marla
,2.1 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_ideal_house_is_available_for_sale_in_multan-52270373-22097-1.html,4,4,5 Marla
,2.8 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_sale_the_ideally_located_house_for_an_incredible_price_of_pkr_rs_28000000-52270374-22097-1.html,4,4,7 Marla
,3.5 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_ideal_9_marla_house_has_landed_on_market_in_serene_villas_multan-52270375-22097-1.html,5,5,9 Marla
,2 Crore,"Peer Khurshed Colony, Multan",https://www.zameen.com/Property/multan_peer_khurshed_colony_beautiful_house_for_sale-50546675-9408-1.html,4,3,10 Marla
,6 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_20_marla_newly_modern_stylish_house_royal_orchard_multan-52267215-9492-1.html,6,7,1 Kanal
Titanium,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_11_marla_brand_new_luxury_house_for_sale_in_buch_villas_near_to_main_park_nd_main_market-51392905-8627-1.html,6,6,12 Marla
Titanium,3.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_07_marla_double_story_luxurious_house_for_sale_in_buch_executive_villas_near_to_park_and_jamia_masjid-51242979-8627-1.html,5,6,9 Marla
Titanium,3.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_65_marla_brand_new_luxury_double_storey_house_for_sale_in_buch_villas_block_c_near_to_park-51220555-8627-1.html,5,6,10.6 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_house_for_sale_buch_executive_villas_multan-51184880-8627-1.html,4,4,5 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_house_for_sale_buch_executive_villas_multan_luxury_home_design-51180510-8627-1.html,4,5,5 Marla
Titanium,1.85 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_triple_storey_house_for_sale_in_buch_executive_villas_manik_block-51208554-8627-1.html,5,6,5 Marla
Titanium,3 Crore,"Royal Orchard - Block C, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_brand_new_triple_story_house_available_for_sale-52307753-9496-1.html,6,6,10 Marla
Titanium,3.45 Crore,"Royal Orchard - Block E, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_e_brand_new_luxury_house_available_for_sale-52307735-9497-1.html,7,6,10 Marla
Titanium,2.1 Crore,"Wapda Town, Multan",https://www.zameen.com/Property/multan_wapda_town_7_marla_house_in_wapda_town_for_sale_at_good_location-52247050-5820-1.html,5,5,7 Marla
Titanium,75 Lakh,"Citi Housing Phase 1, Citi Housing",https://www.zameen.com/Property/citi_housing_citi_housing_phase_1_modern_elevation_5_marla_grey_structure_house_available_for_sale_in_citi_housing_multan-52227778-21449-1.html,4,5,5 Marla
Titanium,6.25 Crore,"Model Town - Block C, Model Town",https://www.zameen.com/Property/model_town_model_town_-_block_c_1_kanal_double_story_beautiful_luxurious_house_for_sale_in_model_town-51091123-5774-1.html,5,6,1 Kanal
Titanium,3.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_duble_story_beautiful_luxurious_house_for_sale_in_buch_villas-51707600-8627-1.html,6,6,10 Marla
Titanium,2.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_marla_house_for_sale_in_buch_villas_multan-52158114-8627-1.html,5,6,7 Marla
Titanium,1.48 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_park_facing_brand_new_modern_double_storey_luxury_house_available_for_sale_in_buch_villas-44860220-8627-1.html,4,5,5 Marla
Titanium,2.1 Crore,"Dream Garden - Block DCB, Dream Garden",https://www.zameen.com/Property/dream_garden_dream_garden_-_block_dcb_5_marla_double_storey_beautiful_luxurious_house_for_sale_in_dream_garden-52256899-13585-1.html,4,5,5 Marla
Titanium,2.8 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_7_marla_designer_house_available_on_3_years_installment_s_plan_in_serene_villas-52225042-22097-1.html,4,5,7 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxurious_outstanding_double_story_beautiful_house_for_sale-52150807-8627-1.html,4,5,5 Marla
Titanium,3.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_sale_the_ideally_located_house_for_an_incredible_price_of_pkr_rs_35500000-52064857-8627-1.html,5,6,10 Marla
Titanium,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_buying_a_prime_location_house_in_buch_executive_villas-52064859-8627-1.html,3,4,5 Marla
Titanium,1.35 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_7_marla_beuttifull_corner_house_for_sale_in_shalimar_colony_multan-52204790-346-1.html,3,4,7 Marla
,2.75 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_12_marla_4_bed_room_with_servant_quarters_dha_multan_askari-_3-52263402-17156-1.html,4,5,12 Marla
,2.4 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_10_marla_house_is_available_in_askari_3_for_sale_dha_multan_askari_3-52263398-17156-1.html,4,5,10 Marla
,1.1 Crore,"New Multan, Multan",https://www.zameen.com/Property/multan_new_multan_single_storey_5_marla_house_available_in_new_multan_for_sale-52222446-8678-1.html,2,3,5 Marla
,2.9 Crore,"Agric Town, Multan",https://www.zameen.com/Property/multan_agric_town_7_5_marla_brand_new_house_in_agrics_town_mps_road_multan-51992229-8614-1.html,6,7,7.6 Marla
,5.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_brand_new_beautiful_house-50806763-8627-1.html,6,6,17 Marla
Titanium,3 Crore,"Royal Orchard - Block C, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_brand_new_triple_story_house_available_for_sale-52307753-9496-1.html,6,6,10 Marla
Titanium,3.45 Crore,"Royal Orchard - Block E, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_e_brand_new_luxury_house_available_for_sale-52307735-9497-1.html,7,6,10 Marla
Titanium,1.65 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard-52307711-9492-1.html,4,5,5 Marla
Titanium,1.12 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_5_marla_most_beautiful_owner_built_house_for_sale_good_location_bhadrpur-52307681-8620-1.html,4,4,5 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_brand_new_house_available_for_sale-52307051-9499-1.html,4,5,5 Marla
Titanium,5.7 Crore,"Royal Orchard - Block B, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_b_brand_new_luxury_house_available_for_sale-52307042-9495-1.html,7,6,1 Kanal
Titanium,4.5 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_brand_new_triple_story_house_available_for_sale-52307029-14312-1.html,7,6,1 Kanal
Titanium,3.85 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_brand_new_triple_story_house_available_for_sale-52307022-8581-1.html,7,6,1 Kanal
Titanium,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_house_of_10_marla_available_for_sale_in_buch_executive_villas-52064858-8627-1.html,5,6,10 Marla
Titanium,3.65 Crore,"Zakariya Town, Multan",https://www.zameen.com/Property/multan_zakariya_town_1_kanal_house_available_for_sale_in_zakriya_town_bosan_road_multan-52221546-1518-1.html,5,5,1 Kanal
Titanium,3.5 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_10_marla_triple_story_brand_new_house_for_sale_buch_villas_main_boulevard-52047771-19719-1.html,5,6,10 Marla
